,index,review_id,business_id,useful,text,date,name,address,city,state,postal_code,latitude,longitude,stars_y,is_open,RestaurantsPriceRange,RestaurantsTakeOut,RestaurantsDelivery,WiFi,Trendy,Hipster,Upscale,Touristy,Free Parking
1599,1926,00n7AuDDL8Ft3gyNdUTtvQ,4WdDY97x4GdMYtyk1KQMnw,3,"After spending the better part of a week indulging in gluttony, New Orleans-style, we were looking for something light, fresh, casual, and inexpensive. Our local friend pointed us to Lilly's. She said the woman who used to do here nails at the salon had opened a great Vietnamese restaurant.

As soon as we walked in we were greeted by an energetic, friendly woman (Lilly herself?). It was like dining at the home of your favorite aunt; she was pleasantly chatty, enthusiastic, and attentive.

We started out with the spring rolls, which were light and refreshing (these are the ones with soft rice paper, not fried). For our main course I had the grilled beef vermicelli and my girlfriend got the shrimp salad. I'm usually skeptical of ordering salads at Asian restaurants because they often seem to be throw-aways designed to make the menu more friendly to a western eye, but this one was delicious. The shrimp were grilled perfectly and it had a great sweet-spicy-smoky dressing (wish I knew what was in it).

Attention to detail set Lilly's apart. Lightly fried slivers of garlic, perfectly grilled shrimp, fresh chunks of strawberry in the salad -- all the ingredients were carefully selected and prepared lovingly. For a fresh, casual lunch you couldn't do much better.",2012-04-29 14:19:00,Lilly's Cafe,1813 Magazine St,New Orleans,LA,70130,29.932123,-90.0735046315,4.5,1,1,,,0,0,0,0,0,0
1600,1927,oLt_feeV4x6KwgXtBQpRiQ,4WdDY97x4GdMYtyk1KQMnw,0,"So yummy! Spicy tofu banh mi rocks, along with the rainbow spring rolls. Service can be a little slow, but it's worth it for the quality of food.

Their pho is also always good. ALWAYS.",2015-04-15 19:06:40,Lilly's Cafe,1813 Magazine St,New Orleans,LA,70130,29.932123,-90.0735046315,4.5,1,1,,,0,0,0,0,0,0
1601,1928,Kb-rmLsvm2C735kXKLh7Dg,4WdDY97x4GdMYtyk1KQMnw,10,"I doubted I could find flavorful pho in New Orleans, but boy was I wrong. The beef pho broth is 10x richer and more savory than any I've tried in the San Francisco Bay Area. Really hit the spot after a week of eating nothing but biscuits, gumbo, and blood marys.

The owner, Lilly, was so kind to us, even ordering us a cab so that we'd make it to our next engagement on time. 

Clean bathrooms.

Would come here again in a heartbeat!",2014-04-01 02:08:16,Lilly's Cafe,1813 Magazine St,New Orleans,LA,70130,29.932123,-90.0735046315,4.5,1,1,,,0,0,0,0,0,0
1602,1929,fv7_i3OKfymfwuJdLDgqXQ,4WdDY97x4GdMYtyk1KQMnw,1,"This place quite simply has the best pho I've ever tasted, and I have had it all over the city. The crab rangoons were also pretty spectacular.  Other than that,  the service was prompt and accurate, despite the fact that the dining room quite literally was completely full within 10 minutes of our arrival. If you are looking for a quick, non-pretenious Vietnamese restaurant, this is the place for you.",2015-04-01 14:56:49,Lilly's Cafe,1813 Magazine St,New Orleans,LA,70130,29.932123,-90.0735046315,4.5,1,1,,,0,0,0,0,0,0
1603,1930,sU2_9Maj2Kve_3t2b3pimA,4WdDY97x4GdMYtyk1KQMnw,0,"The Pho Ga here is excellent best I've had outside of Vietnam.  The service is not so great.  All the food (appetizers, entrees, etc) came to the table at the same time with the exception of one of our companion's entree (he had to wait quite a while) .  The waitress apologized, but it was still a bit frustrating.  Communication with staff can be an issue as most are non-native english speakers so we had to work a little at getting the everything sorted out.  

Despite the problems, I will definitely return.  If you don't have patience, don't go.  If you do, you will enjoy a great vietnamese meal.",2014-01-17 21:24:11,Lilly's Cafe,1813 Magazine St,New Orleans,LA,70130,29.932123,-90.0735046315,4.5,1,1,,,0,0,0,0,0,0
1604,1931,vOWWuQbY1lMxe7OEClOj2g,4WdDY97x4GdMYtyk1KQMnw,1,"3.5 stars

Some people have no clue how to eat Vietnamese food.  Lilly's is packed for lunch,  I've definitely never seen so many white people at a Vietnamese restaurant, and a good many of them seem clueless about Viet food but determined to eat it nonetheless.  That's a spirit worthy of admiration.  Now if they would actually try a bit of the sauce instead of eating plain dry vermicelli, or use the soup spoon when they eat pho, they would get a lot more out of the experience.  Perhaps the server should explain a bit or have a quick intro written into the menu. 

I was glad I got the vermicelli instead of the pho, which did not look appetizing.  The vermicelli was good.  But again, compared to other cities, the food is about average and a few dollars overpriced.  But you would be paying for the clean and modern atmosphere over the sticky floor and tacky setup of your average Viet place.",2013-01-28 05:14:45,Lilly's Cafe,1813 Magazine St,New Orleans,LA,70130,29.932123,-90.0735046315,4.5,1,1,,,0,0,0,0,0,0
1605,1932,SbSl7FWHGWmrZayQ1i9A2A,4WdDY97x4GdMYtyk1KQMnw,1,So disappointed...pho broth was just ok and they really skimped out on the beef brisket. My husband's bahn mi pork sandwich was mostly bread again with very little meat. We've had much better bahn mi and pho in Philly/NY/NJ area and were excited to try the local Vietnamese influence. Sadly did not live up to the hype.,2017-12-29 21:47:33,Lilly's Cafe,1813 Magazine St,New Orleans,LA,70130,29.932123,-90.0735046315,4.5,1,1,,,0,0,0,0,0,0
1606,1933,ffHGFqoYCYXsQ9_xiI1Qyw,4WdDY97x4GdMYtyk1KQMnw,1,Great and authentic Vietnamese food in lower garden district. Delicious vegan pho and many other options for vegans -which is hard to find in Nola! Awesome service. Very attentive. This place is pho-nomenal !!!!,2016-07-15 01:08:56,Lilly's Cafe,1813 Magazine St,New Orleans,LA,70130,29.932123,-90.0735046315,4.5,1,1,,,0,0,0,0,0,0
1607,1934,YRa0GsJw5qJ0URGGWTE_bw,4WdDY97x4GdMYtyk1KQMnw,0,"Very friendly, prompt, and attentive service. So far I've only tried the tofu bahn mi & the spicy tofu. Both are excellent, but splurge on the spicy if you like spicy things, the sauce is excellent! This is my go-to Vietnamese place in the LGD.",2015-09-09 18:44:39,Lilly's Cafe,1813 Magazine St,New Orleans,LA,70130,29.932123,-90.0735046315,4.5,1,1,,,0,0,0,0,0,0
1608,1935,6j7TrxqNC9FtcRIPrDpRqQ,hUX1yAimviBIhb21D_KtcQ,2,"My friend and I came here around 2pm on a Monday. It happened by default, as most of the restaurants on Main Street were closed. We sat ourselves down at the bar and got to drinking. After a few drinks, I ordered the pulled pork tacos and my friend had a burrito. Not bad, not stellar. Just a standard very place to drink and eat Mexican food. It's got a very college feel even in the middle of the day, so keep that in mind if that's not your thing.",2016-03-17 16:00:31,Cactus Restaurant & Bar,4243 Main St,Philadelphia,PA,19127,40.0245627,-75.2209958,3.0,1,1,,,0,0,0,0,0,0
1609,1936,mTl5iapYFmoNqwgD54dY6g,hUX1yAimviBIhb21D_KtcQ,0,"Full disclosure: I have no experience with their food (other than the free chips which, meh). The special place Cactus holds in my heart is for one thing: Margarita Mondays.

I walked in to Cactus this Monday with a friend from work, and the bartender had a pitcher of 'ritas going before we even sat down. Point to Cactus: The staff is on top of stuff for their regular customers.

The service can be a little slow at times, but once we get a table full of margarita pitchers life is beautiful. The 'ritas themselves aren't the most consistent (this week's were a little heavy on the juice) but for $10 I'm not complaining. And, to reply to one of the posts, they definitely don't skimp on the tequila. In fact, the bartender measures out the liquor for ever pitcher. Margaritas are pretty sweet so you can't taste it too much, and I'm sure it isn't quite as much as you'd get in a non-special, but believe me it's there.

My most serious gripe, actually, is the music. Don't know who puts the mixes on, but I protest. They actually played 'Closing Time' the other night - at 10:00, when people were still coming in. Way to send the wrong message.

It's not the best place around by any stretch, but if you ever need to unwind after a long Monday, you'll find me at Cactus.",2010-05-14 16:16:09,Cactus Restaurant & Bar,4243 Main St,Philadelphia,PA,19127,40.0245627,-75.2209958,3.0,1,1,,,0,0,0,0,0,0
1610,1937,udyf3kkqs3Abt6jvDXcnKg,hUX1yAimviBIhb21D_KtcQ,0,"I got Cactus delivered. The salsa tastes like there's BBQ sauce in it, which to me is gross. The queso fundido was paste like and was hard to reheat. The chorizo reminded me of a regular pork breakfast sausage.  Portions were generous being delivery. I should have checked reviews first ...",2017-11-18 21:51:06,Cactus Restaurant & Bar,4243 Main St,Philadelphia,PA,19127,40.0245627,-75.2209958,3.0,1,1,,,0,0,0,0,0,0
1611,1940,Bhn9WcAe2rO26HT-TLKK_Q,dJfkfBbJz7wi0RgW-ph_Eg,0,"Awefull!!!! 
If I could give zero or negative stars I would!
I've never wrote a review before, but I am going out of my way to say that I had the absolute worst dining experience at the Sake House!! 
And esp families, stay clear! 
So first off, I decided to take my 15 month old son out on a sushi date. We arrive at the Sake House at 4pm. There is only one other table and they were closing out. We sit down, and I immediately ask for a simple ice water with lemon. Waiter comes back 20 minutes later (no water). I order a simple roll for my son, to get him started  and a cold Sake. I said I will wait to order mine to get him settled. Another 30 min later, still no water, no food. Waiter comes back with hot Sake, instead of cold. 20 minutes later, the roll for my son (not how I asked) finally some cold Sake, then I have to request water, and then only one cup for my son, no lemon. When I see 2 going on a third table had come in and ordered, and a ""to go"" order is being placed, all with food and water, I became perturbed. The waiter never came back to see what I wanted. Never came back to check on the order. Finally after  nearly 2 hours of waiting and trying to deal with my antsy son, who waited so long to be served, and seeing one chef trying to make everyone's order I decided it was time to go. Finally after waiting another 5/10 minutes I had to walk up and ask for my check , which was only a $6 drink. Which I reluctantly paid. After being in the hospitality industry for years, I know what to expect, and I know what to forgive. I also know that English being a second language must be tough...BUT since he was able to wait in other tables i know that wasn't the issue. After 2 hours of waiting, and dealing with a fussy/hungry toddler as a single mother I feel like the least they could have done is offer a free drink, to say ""we understand we couldn't accommodate you, but we tried."" It's principal above all else. ...I just waisted 2 hours! And had to leave and take my baby somewhere else. Time is money! And I waisted 2 hours here! 
Time that is rare and I had to plan being a busy mother.
I should have listened to the other reviews about the shitty service here. 
Don't waste your time or money!!!
Stay away! Any other place is better than here!",2017-10-02 22:59:04,Sake House,5106 E Fowler Ave,Tampa,FL,33617,28.055212,-82.399374,3.0,0,1,,,0,0,0,0,0,1
1612,1941,W9iEbtmrokrzntmlb9HaSw,dJfkfBbJz7wi0RgW-ph_Eg,0,Came here for lunch today - sat down and got our menus - then waited and waited and waited - spent quite a bit of my lunch break from work waiting - no server! Left and went somewhere they would actually serve us. Not cool!,2017-02-09 17:54:17,Sake House,5106 E Fowler Ave,Tampa,FL,33617,28.055212,-82.399374,3.0,0,1,,,0,0,0,0,0,1
1613,1942,ynGVvTckodIHCZqQLqv4aw,dJfkfBbJz7wi0RgW-ph_Eg,0,It's okay. There are definitely better sushi places in the area so better than going here. They always have the Groupon going on maybe some other specials but the quality is not where I prefer,2016-03-17 18:35:27,Sake House,5106 E Fowler Ave,Tampa,FL,33617,28.055212,-82.399374,3.0,0,1,,,0,0,0,0,0,1
1614,1943,Bz1DS2J28EzTLJHsaTyM7g,diwwt5QBU3-Thig9SVlsOA,0,"The only good part.... 

Their stage is really cool! Raised up, lights that move around, good sound system, a fog machine, and a pretty big dance floor. 


But their food service.... crappy both times Ive been there. 

The last time I was there I walked in, hadn't been greeted by anyone at the empty front podium, and just found a table. I figured once I sat down Id wait for an employee to get back to the menus and go up and ask for one. So I saw a lady working up at the front and went up and asked her.  She said that they stopped serving food at...... I cant remember if it was 9 or 10 pm.... but she gave me a certain time that the kitchen closed. I went back to my table and looked at the time. It was 10 minutes before the time she told me the kitchen closed. I thought that was kinda dumb, but oh well.... maybe they stopped taking orders 10 minutes ahead or something. The next thing I see the SAME EXACT LADY seat four people RIGHT NEXT to our table and give them menus. Then she takes their order, and brings out their food. All I wanted were some freakin french fries and I had to sit there and watch the people who got there long after me eating french fries instead. RUDE!",2009-08-05 04:46:06,Brew Brothers,345 N Virginia St,Reno,NV,89501,39.5295616355,-119.8145651258,3.5,1,1,,,1,0,0,0,0,1
1615,1944,wwN7Szqqq704iO2fcP5m8Q,diwwt5QBU3-Thig9SVlsOA,1,"Tried the Brew Bros. Burger challenge as a dare from friends. What are friends for? Though I came close to finishing all 4lbs of burgers, fries, and fixings, I fell short on time. Our server was kind enough to issue me a shirt for attempting and ""coming the closest to finishing."" Whatever that meant. The food was good, staff was great, and the challenge left me with a stomach ache for 3-days. 

I did not get a chance to sample their beer selections but from what my friends said, it's good. I would not recommend the burger challenge if you're going to drink beer. Otherwise for $24, it's by far the best deal on the menu; especially if you split with friends! (splitting the meal violates the rules of the competition)

If I'm ever in the Reno area again, I will be back to conquer that elusive challenge!",2013-10-24 17:21:28,Brew Brothers,345 N Virginia St,Reno,NV,89501,39.5295616355,-119.8145651258,3.5,1,1,,,1,0,0,0,0,1
1616,1945,ItIR1ZNvNlPU0g_q8mC07g,diwwt5QBU3-Thig9SVlsOA,0,Fun place to dance and get drinks. Bands are good. The DJ is awesome. Drinks are reasonably priced. Good place to check out on a Friday night.,2013-12-28 23:39:26,Brew Brothers,345 N Virginia St,Reno,NV,89501,39.5295616355,-119.8145651258,3.5,1,1,,,1,0,0,0,0,1
1617,1946,xNhpoz1Fs_VdiEIFHlIlvA,diwwt5QBU3-Thig9SVlsOA,0,Fun fun place.  Service is always friendly not always fast. But always friendly and the good is pretty darn good,2013-09-04 19:32:06,Brew Brothers,345 N Virginia St,Reno,NV,89501,39.5295616355,-119.8145651258,3.5,1,1,,,1,0,0,0,0,1
1618,1947,Bl2kII_z0x6HFPFt_4qgXg,diwwt5QBU3-Thig9SVlsOA,1,We would have loved to try this restaurant but unfortunately we were told they had stopped serving food when we got there (we got there shortly before 10pm). The Eldorado website clearly stated that they served lunch and dinner until close. I was very unimpressed. We did not even have a chance to try their beer as we had been driving for 5 hours and needed food first.,2015-03-06 06:50:26,Brew Brothers,345 N Virginia St,Reno,NV,89501,39.5295616355,-119.8145651258,3.5,1,1,,,1,0,0,0,0,1
1619,1948,GO5it8gDxl3pZcRWUIK2Lw,diwwt5QBU3-Thig9SVlsOA,2,"I brought my cousin here on Christmas night. The food/beers were great, and the waitress was friendly. 

Several hours after I left, I realized that I had left my phone on the table. I drove back and asked the security guard who was standing outside Brew Brothers if they had found a phone, ""I haven't heard about any phone, I would check down stairs with security."" 

The security office also denied having found a phone. I went home and used ""find my iPhone"". It was still in the casino. I put it on ""lost mode"" - setting my best friend's number as the call back. 

 My friend, Alex, went back the next morning to try and find it. (I was at work, but kept a close eye for any changes on the map via laptop). 

He went up to the brew brothers, and spoke to the manager (bald with a beard).

 ""I was the manager that was on last night, and I assure you there was no phone found last night."" My friend then walked down to security, they hadn't found it.

Meanwhile I was incessantly using the ""play sound"" function via my laptop. At some point Alex was called. Someone said ""hello""... then hung up. 

Alex went back to brew brothers and was like ""I know it's in there."" 

""Ummmm... alright let me check"". He came out with it in hand, and was acting sketchy. ""It was making noise and scaring the employees so we turned it off.""",2017-01-02 07:28:50,Brew Brothers,345 N Virginia St,Reno,NV,89501,39.5295616355,-119.8145651258,3.5,1,1,,,1,0,0,0,0,1
1620,1949,gw3Unrf2IJx7riN3sFvGfw,diwwt5QBU3-Thig9SVlsOA,0,"Great place to just sit and watch the game with a nice cold cup of beer.
Bartender was great and very attentive. Hosts definitely need a lesson on smiling. Hosts are thee first and  last person you see when at a restaurant. Went here twice first one a Sunday to watch a football game. Had a Golden Dollar Pale Ale. highly recommended for beerginners, ( beer beginners get it lol:) I also had these criss cut fries with nacho cheese, bacon, pulled pork and some other toppings that I totally forgot  but I did upload a picture. it was bomb.
Great selections on beer 
Second time was on a Monday, during HH which was I believe between 2 and 5pm. Had the chicken wing. 12 for $3.95 great price and $3 beers.
Overall one of only place I like to chill at so far inside the MGM Casinos in Reno",2015-11-06 02:10:11,Brew Brothers,345 N Virginia St,Reno,NV,89501,39.5295616355,-119.8145651258,3.5,1,1,,,1,0,0,0,0,1
1621,1950,AJJZV3mWDrTFCmVnvtO13w,diwwt5QBU3-Thig9SVlsOA,0,"I came here because they said it was micro-brew and I'm always down to check out craft beers with friends. We got the sample order and after trying all of the beers, we each found our favorite. The beers was fantastic and our waitress was awesome. 

However I have not had the food so I can't say anything about it but after having the beer and enjoying the service then it has to be good.",2016-01-30 05:15:04,Brew Brothers,345 N Virginia St,Reno,NV,89501,39.5295616355,-119.8145651258,3.5,1,1,,,1,0,0,0,0,1
1622,1951,F_qeQJ7BH1mmxoI_l1WuMA,jULIPydhMj18KOI5OHTwfA,0,Fast.  Fresh.  The carne was very good.  So was the guacamole.  Wish there was the ability to customize taco toppings.  The tortilla chips were too thick.  The dulche de leche  soft serve ice cream was amazingly delicious.  Wish that there was more seating.  Wish that table clean ups were more timely and more thorough.,2017-05-14 12:06:06,Buena Onda,1901 Callowhill St,Philadelphia,PA,19130,39.9609147337,-75.1708267829,4.0,1,1,,,1,1,0,0,0,1
1623,1952,5Xe5Hi8E1Ky4_olm_1R3Ug,jULIPydhMj18KOI5OHTwfA,0,"I am obsessed with this place! They have great and quick service. Great place for a affordable, good quality and quick bite (carryout service available ). I always get the fish of the day and it never disappoints.  Today the perch was great but my favorite is Mahi mahi. Love this new addition to Callowhill businesses!",2015-07-03 19:07:12,Buena Onda,1901 Callowhill St,Philadelphia,PA,19130,39.9609147337,-75.1708267829,4.0,1,1,,,1,1,0,0,0,1
1624,1953,G2Hf-wHilq_-8hsnqo4IOw,jULIPydhMj18KOI5OHTwfA,1,"This is my second time at Buena Onda, and I'm ordering my favorite dish--the Mahi Mahi tacos. I live in California where there are plenty of Fresh Mex restaurants, but Buena Onda has the best tasting fish tacos hands down. The fish is lightly grilled, moist and seasoned just right wrapped in fresh tortillas, garnished with pickled relish and small thin slices of avocado. The tacos are served in a taco holder which makes it easier to pick up and relish every bite! The restaurant itself is bright and clean, quick service and friendly staff. There are other menu options besides fish and the prices are cheap--fish tacos are at $3.50 per order.",2015-08-19 20:02:13,Buena Onda,1901 Callowhill St,Philadelphia,PA,19130,39.9609147337,-75.1708267829,4.0,1,1,,,1,1,0,0,0,1
1625,1954,h3UX1NmKvI3e-s5wB9Cv2A,jULIPydhMj18KOI5OHTwfA,0,"Would be firm 4 star place, but the misses were plenty. 

Let's just get it out of the way, the tacos are pretty legit. I eat at the taco trucks and the down and dirty corner stores and these are pretty good. The restaurant did right by not pricing themselves out of this market. It is a tad pricey, but i think it is worth it--$3.50 per. 3 = $10.50. Mexican places hover around 3 for $8-9, so the price point isn't too far off. 

What separates and warrants the additional pricing is the finished product compared to traditional Mexican spots. Instead of just the meat being center attention, there are Buena Onda has additional garnishes that elevate a typical street food. 

I ordered:
-fried mahi mahi
-carnita
-carne

all were pretty good but the winner by a mile was the mahi mahi. I used the red hot sauce (in the jar, not bottle), so i can't review the green one. The red sauce was really nice, added more flavors to the already flavorful tacos.

Here were the misses...

1. my cousin and i ordered 4 tacos. Cashier rang up 3. 
2. we ordered 2 modelos. Cashier rang up 2 modelos AND 1 CORONA
3. we showed him the ""rewards"" program to get discount. Cashier never gave discount. 

When we paid, i was wondering why it was so high (expecting the discount) and why we got a Corona? Our order was not complex...we did not ask questions. Just put order and paid. I defended the cashier saying ""they just opened, must be oversight"". BUT, my cousin believes he was high while on the job. OH well. 

ALso, i'm not sure how their system is setup because all 3 tacos came out on one tray. What if two people share 3 tacos like i did? I had to ask for another tray, which wasn't a problem, but inconvenient considering we ordered ""separately"" but paid all together.",2015-10-17 21:07:25,Buena Onda,1901 Callowhill St,Philadelphia,PA,19130,39.9609147337,-75.1708267829,4.0,1,1,,,1,1,0,0,0,1
1626,1955,lcFeUJAnxNeN1yXN7t5AuA,jULIPydhMj18KOI5OHTwfA,0,"This place is absolutely fantastic. Please know that I am Latina and Hispanic (from Argentina and lived in northern Mexico) and I am sufficiently impressed. I ordered their Atlantic Mahi mani tacos which were incredibly fresh and prepared with a variety of ingredients that made the flavors just pop in my mouth. The service is excellent and I also love the fact that they serve beverages that are non-alcoholic and traditionally Mexican (aqua de tamarindo and aqua de Jamaica) as well as red and white sangrias, and Tecate, Corona and Modelo Especial and they have a nice variety of Margaritas. So far I have only tried their classes, but look forward to enjoying the prickly pear one next time.",2015-09-24 23:42:53,Buena Onda,1901 Callowhill St,Philadelphia,PA,19130,39.9609147337,-75.1708267829,4.0,1,1,,,1,1,0,0,0,1
1627,1957,O9--fIsyIjBhSB8OIwW_QQ,wxNrsZt7towVK4LgjjEo1g,2,not impressed!..... the service was great but the pizza i ordered was not good. i love Stella and Trenos pizza so i wast expecting the same type. no desire to return again,2014-09-26 03:15:35,Osteria,"400 Rt 38 Moorestown Mall, Ste 1367",Moorestown,NJ,08057,39.944674109,-74.9624066914,3.5,0,2,,,1,0,0,0,0,1
1628,1958,k2tCjTZmK_KDUYi51AlAvA,wxNrsZt7towVK4LgjjEo1g,1,"5 stars for the food!  We had the veggie appetizer which was great, and then we each had a pasta dish that we shared. Beet and goat cheese plin, pheasant lasagnette, mushroom ravioli and the tagliatelle with rabbit ragu. Superb (luckily we didn't mind sharing!). Also had sides of the cauliflower rissoto which was delicious and the baked artichokes which was okay.  Bombilinis for dessert was a perfect ending. The wait staff was attentive, although our particular waitress seemed a bit distracted. Am definitely going again to try the pizza next time.",2014-04-19 10:50:22,Osteria,"400 Rt 38 Moorestown Mall, Ste 1367",Moorestown,NJ,08057,39.944674109,-74.9624066914,3.5,0,2,,,1,0,0,0,0,1
1629,1959,A7jdLtQVUIYCoBmN4QQ0DA,wxNrsZt7towVK4LgjjEo1g,1,"I thought I would stop in for a drink and a pizza. Happy hour timeframe. Go to bar and order a sapphire martini straight up with olives. Bartender asks me if I want vermouth? I have never been asked that question before but I told him dry. Also said if I wanted straight gin I would have just ordered it. He tells me it is South Jersey and they don't like vermouth. No idea what he is taking about. Too much vermouth but drink it. Order marinara pizza. Sauce tastes good but no garlic at all but ok for happy hour. 
Second time here and just don't like the place. Staff acts superior and food is not as good as N Broad street restaurant. That place at least has some flair.",2015-03-05 00:22:31,Osteria,"400 Rt 38 Moorestown Mall, Ste 1367",Moorestown,NJ,08057,39.944674109,-74.9624066914,3.5,0,2,,,1,0,0,0,0,1
1630,1960,mx5uaje3HdJmja1UJOJToQ,wxNrsZt7towVK4LgjjEo1g,0,Nice dinner on recent Monday night.  Had a nice business dinner on a recent Monday evening.  Love the grilled octopus salad appetizer.  Salmon was also excellent.  Service was professional.  Heavily Italian wine list could use some helpful explanations for those not so expert in wines from this country.,2014-07-28 01:04:25,Osteria,"400 Rt 38 Moorestown Mall, Ste 1367",Moorestown,NJ,08057,39.944674109,-74.9624066914,3.5,0,2,,,1,0,0,0,0,1
1631,1961,-nQRvxUGWYUBqTZdcyvprQ,I2Yt74AzSQFfyQqgN7PSEg,0,"Stayed for one week post Christmas. Unless you take adjoining rooms as a family, strangers conversations/coughs/clearing throats/fights/dogs barking etc feel as if they are in your bed with you. Only slept two out of seven nights after hotel cleared out after New Years. Connecting doors are very poorly insulated. Staff at hotel is superior...really excellent but Starwood needs to do something about insulating those doors. Have stayed many places with connecting doors and never experienced anything as bad. Poor materials used????",2012-01-04 17:43:13,Sheraton Indianapolis Hotel at Keystone Crossing,8787 Keystone Crossing,Indianapolis,IN,46240,39.9153605,-86.1084079,2.5,1,1,0.0,0.0,0,0,0,0,0,0
1632,1962,JRLhN_T4EfKZsmf7R1Cj2A,I2Yt74AzSQFfyQqgN7PSEg,0,"I've used the Sheraton for several local meetings and have a great rapport with the staff.  There are a number of options for meetings and a staff that goes above to ensure all needs are met.  Their catering provides creative menus, bartending staff and fun displays to meet your needs.  I most recently had the opportunity to taste a sampling of their menu; BBQ and chicken sliders, Caprese salads in a small Mason Jar, heavenly mac & cheese, chinese noodles with salmon & a springroll, cake pops and a mini dessert in a jar.  Everything surpassed my expectations!

If you're looking for suggestions to add fun to your meeting, their event planner can assist you with everything from Team Building, Casino fun with Blackjack and Roulette, Wellness with Oxygen bars and massages - just ask for some help.  

Above and Beyond transportation services is located on site and can assist with group outings around the city or out to a local restaurant.  

Call Greg Tucker to schedule a tour of their meeting space and rooms for your next event!",2015-05-12 19:40:03,Sheraton Indianapolis Hotel at Keystone Crossing,8787 Keystone Crossing,Indianapolis,IN,46240,39.9153605,-86.1084079,2.5,1,1,0.0,0.0,0,0,0,0,0,0
1633,1963,aBiUMMVfe6YxxqxC3wHZKg,I2Yt74AzSQFfyQqgN7PSEg,0,"Very nice deco friendly staff. Took a little staycation sometimes u need that. Room since and clean, had a wonderful view went shopping at the fashion mall. Nice",2018-07-17 14:41:26,Sheraton Indianapolis Hotel at Keystone Crossing,8787 Keystone Crossing,Indianapolis,IN,46240,39.9153605,-86.1084079,2.5,1,1,0.0,0.0,0,0,0,0,0,0
1634,1965,yjQIyHFpnUKh49X4HYJuSQ,WQ832PDnsDshhbQFm83ISg,0,"We love this movie theater/ bar/ restaurant. Great drinks, friendly service and good food.  We can only recommend this place!!",2016-10-13 20:38:11,Villagio Cinemas,11778 N Dale Mabry Hwy,Tampa,FL,33618,28.055282,-82.506247,3.0,1,1,,,1,0,0,0,0,1
1635,1966,0gFENhAB6mfMwL1V0Z2fWw,WQ832PDnsDshhbQFm83ISg,0,"Went to see Star Wars Rogue One yesterday in 3D.  Buying the tickets was a breeze, and the atmosphere was inviting.  Found the comfortable seats with no problem and ordered right away before the movie began.  I ordered pretzel sticks - food was hot, prompt & delicious.  I was excited for the movie to begin.  Once the advertisements were done and the movie started, that's when I noticed something wasn't right.  The entire screen was so dark that I was not able to make out the faces of the actors on the screen.  I kept lifting up the 3D glasses to see if it made a difference - nope.  The two people seated next to me were noticing the same and complaining.  I thought that maybe this is how the movie was filmed?  Then it got worse.  Even with the 3D glasses on, the shadows in the background on the screen were double and there was no discerning most actors' faces at all.  I got up and went to the lobby and asked for the manager.  The gentleman wore a blue shirt, middle age with a beard, said that this was the 3D experience, it was a ""closed-system"" and there was nothing he could do.  I simply asked him to come with me into the theater to see with his own eyes how dark it was.  He would not and did not.  I suspect this wasn't the first time he's heard this from a customer.  I've seen normal movies at this location before, but this was my first, and last experience with their 3D in room #1.",2016-12-19 16:42:59,Villagio Cinemas,11778 N Dale Mabry Hwy,Tampa,FL,33618,28.055282,-82.506247,3.0,1,1,,,1,0,0,0,0,1
1636,1967,AW4UhxMdx9_q6cbfzNTtZA,WQ832PDnsDshhbQFm83ISg,2,"Ya, unfortunately our favorite local theater has officially crashed and burned! Last time we go.... just isn't worth $47 for three adult tickets, then my wife and I have to run the theater too.  I will start with arrival, an irritated bartender, upset customers asking for help, getting eye rolls from employee, then once the movie started, had to tell same irritated bartender to have someone turn off the bright lights in the movie theater, the movie has been running for 5 minutes already, had to change out soda twice, both were flat, with very little syrup.  screen was dark, no surround sound on. All in all, was a great place at one time, now, just drive by, you will be glad you did.  It was obvious no management or any sense of concern for the customer. What a joke!",2016-12-04 05:31:43,Villagio Cinemas,11778 N Dale Mabry Hwy,Tampa,FL,33618,28.055282,-82.506247,3.0,1,1,,,1,0,0,0,0,1
1637,1968,xfyMAQ-mkrqcbww2k57Xjg,WQ832PDnsDshhbQFm83ISg,4,"I loved the idea of dinner with a movie and the people here r really nice. There's nothing bad about this place EXCEPT the terrible sound. The sound in this theater is so quiet u can hear ur neighbors eating their food... Wish the sound was better. The prices r reasonable and worth it cuz movie theater food is normally expensive anyway. Other than the sound this cinema is definitely worth coming to atleast for a try. Overall it was a really fun experience
:-)",2013-07-13 21:46:43,Villagio Cinemas,11778 N Dale Mabry Hwy,Tampa,FL,33618,28.055282,-82.506247,3.0,1,1,,,1,0,0,0,0,1
1638,1969,2bjEtmrgP8L0XJ04TybOTw,WQ832PDnsDshhbQFm83ISg,6,"So, so disappointed in this place. It used to be great when it first opened, but the past two times I've gone it's been terrible. The experience Villagio offers does not match up with the price of movie tickets, food, beverage, ect. If I'm paying $26 for two tickets, over $12 for food and beverage service then I expect to receive more than 1 star service AND for napkins, utensils, ect.. To be brought out with my meal. The staff looks miserable, no one seems to care about overall customer service.",2016-05-31 13:34:13,Villagio Cinemas,11778 N Dale Mabry Hwy,Tampa,FL,33618,28.055282,-82.506247,3.0,1,1,,,1,0,0,0,0,1
